날짜,시간,상품명,방송일시,노출(분)
2020-04-26,22:20,해남고구마,2020-04-26 22:20:00,60.0
2020-04-26,23:20,삼성화재,2020-04-26 23:20:00,60.0
2020-04-27,00:20,그릴,2020-04-27 00:20:00,60.0
2020-04-27,01:20,마르시끄속눈썹드라이기,2020-04-27 01:20:00,40.0
2020-04-27,02:00,페리엘리스선글라스,2020-04-27 02:00:00,60.0
2020-04-27,03:00,정보방송,2020-04-27 03:00:00,20.0
2020-04-27,03:20,공백세탁조클리너,2020-04-27 03:20:00,60.0
2020-04-27,04:20,동양생명암보험,2020-04-27 04:20:00,60.0
2020-04-27,05:20,칼리베이직백,2020-04-27 05:20:00,60.0
2020-04-27,06:20,CERINI by PAT 패션,2020-04-27 06:20:00,60.0
2020-04-27,07:20,파뷔에 후라이팬,2020-04-27 07:20:00,60.0
2020-04-27,08:20,참존,2020-04-27 08:20:00,60.0
2020-04-27,09:20,쿠미투니카팬티,2020-04-27 09:20:00,60.0
2020-04-27,10:20,오곡누룽지,2020-04-27 10:20:00,60.0
2020-04-27,11:20,배윤자소곱창전골,2020-04-27 11:20:00,60.0
2020-04-27,12:20,월드컵슈즈,2020-04-27 12:20:00,60.0
2020-04-27,13:20,바비리스,2020-04-27 13:20:00,60.0
2020-04-27,14:20,선스틱,2020-04-27 14:20:00,60.0
2020-04-27,15:20,삼성화재,2020-04-27 15:20:00,60.0
2020-04-27,16:20,매직쉐프전자레인지,2020-04-27 16:20:00,60.0
2020-04-27,17:20,손질문어,2020-04-27 17:20:00,60.0
2020-04-27,18:20,램프쿡,2020-04-27 18:20:00,60.0
2020-04-27,19:20,삼성 청소기,2020-04-27 19:20:00,60.0
2020-04-27,20:20,반야월뒷고기,2020-04-27 20:20:00,60.0
2020-04-27,21:20,완도 활전복,2020-04-27 21:20:00,60.0
2020-04-27,22:20,엔엔에프 팬츠,2020-04-27 22:20:00,60.0
2020-04-27,23:20,LG지인창호,2020-04-27 23:20:00,60.0
2020-04-28,00:20,샤워기,2020-04-28 00:20:00,60.0
2020-04-28,01:20,지베르니,2020-04-28 01:20:00,40.0
2020-04-28,02:00,지베르니,2020-04-28 02:00:00,20.0
2020-04-28,02:20,박경호녹용활력,2020-04-28 02:20:00,60.0
2020-04-28,03:20,공백세탁조클리너,2020-04-28 03:20:00,60.0
2020-04-28,04:20,이동수골프,2020-04-28 04:20:00,60.0
2020-04-28,05:20,프리드라이프,2020-04-28 05:20:00,60.0
2020-04-28,06:20,삼육두유세트,2020-04-28 06:20:00,60.0
2020-04-28,07:20,셀럽염색제,2020-04-28 07:20:00,60.0
2020-04-28,08:20,섬유유연제,2020-04-28 08:20:00,60.0
2020-04-28,09:20,셀렉프로,2020-04-28 09:20:00,60.0
2020-04-28,10:20,프리모폴딩선반,2020-04-28 10:20:00,60.0
2020-04-28,11:20,광천김,2020-04-28 11:20:00,60.0
2020-04-28,12:20,AIG보험,2020-04-28 12:20:00,60.0
2020-04-28,13:20,시스마르스,2020-04-28 13:20:00,60.0
2020-04-28,14:20,쿠미투니카팬티,2020-04-28 14:20:00,60.0
2020-04-28,15:20,신일믹서기,2020-04-28 15:20:00,60.0
2020-04-28,16:20,완도 활전복,2020-04-28 16:20:00,60.0
2020-04-28,17:20,큐브초음파세척기,2020-04-28 17:20:00,60.0
2020-04-28,18:20,도가니탕,2020-04-28 18:20:00,60.0
2020-04-28,19:20,비버리힐스폴로 남성기초세트,2020-04-28 19:20:00,60.0
2020-04-28,20:20,프로스펙스 속옷,2020-04-28 20:20:00,60.0
2020-04-28,21:20,해남고구마,2020-04-28 21:20:00,60.0
2020-04-28,22:20,영산포 숙성 홍어회,2020-04-28 22:20:00,60.0
2020-04-28,23:20,푸마의류,2020-04-28 23:20:00,60.0
2020-04-29,00:20,삼성암보험,2020-04-29 00:20:00,60.0
2020-04-29,01:20,넥센타이어,2020-04-29 01:20:00,40.0
2020-04-29,02:00,넥센타이어,2020-04-29 02:00:00,20.0
2020-04-29,02:20,바로바로무선청소기,2020-04-29 02:20:00,60.0
2020-04-29,03:20,마음심은곱창,2020-04-29 03:20:00,60.0
2020-04-29,04:20,페리엘리스선글라스,2020-04-29 04:20:00,60.0
2020-04-29,05:20,마르엘라로사티,2020-04-29 05:20:00,60.0
2020-04-29,06:20,어성초샴푸,2020-04-29 06:20:00,60.0
2020-04-29,07:20,삼성암보험,2020-04-29 07:20:00,60.0
2020-04-29,08:20,삭루츠 백,2020-04-29 08:20:00,60.0
2020-04-29,09:20,로젠침대,2020-04-29 09:20:00,60.0
2020-04-29,10:20,제주수산물세트,2020-04-29 10:20:00,60.0
2020-04-29,11:20,그릴,2020-04-29 11:20:00,60.0
2020-04-29,12:20,김정문알로에,2020-04-29 12:20:00,60.0
2020-04-29,13:20,터치앤터치 선반,2020-04-29 13:20:00,60.0
2020-04-29,14:20,에어프라이어,2020-04-29 14:20:00,60.0
2020-04-29,15:20,종이호일,2020-04-29 15:20:00,60.0
2020-04-29,16:20,지베르니,2020-04-29 16:20:00,60.0
2020-04-29,17:20,대저토마토,2020-04-29 17:20:00,60.0
2020-04-29,18:20,CJ 비비고,2020-04-29 18:20:00,60.0
2020-04-29,19:20,보루네오가구,2020-04-29 19:20:00,60.0
2020-04-29,20:20,완도 활전복,2020-04-29 20:20:00,60.0
2020-04-29,21:20,연세두유,2020-04-29 21:20:00,60.0
2020-04-29,22:20,LGTV,2020-04-29 22:20:00,60.0
2020-04-29,23:20,셀레뷰립스틱,2020-04-29 23:20:00,60.0
2020-04-30,00:20,굿프렌드,2020-04-30 00:20:00,60.0
2020-04-30,01:20,예쎄패션,2020-04-30 01:20:00,40.0
2020-04-30,02:00,예쎄패션,2020-04-30 02:00:00,20.0
2020-04-30,02:20,엔엔에프 패션,2020-04-30 02:20:00,60.0
2020-04-30,03:20,양념세트,2020-04-30 03:20:00,60.0
2020-04-30,04:20,매직쉐프멀티쿠커,2020-04-30 04:20:00,60.0
2020-04-30,05:20,음식물처리기,2020-04-30 05:20:00,60.0
2020-04-30,06:20,에레키반자석패치,2020-04-30 06:20:00,60.0
2020-04-30,07:20,CERINI by PAT 남성상의,2020-04-30 07:20:00,60.0
2020-04-30,08:20,프리모폴딩선반,2020-04-30 08:20:00,60.0
2020-04-30,09:20,삼성TV,2020-04-30 09:20:00,60.0
2020-04-30,10:20,유귀열갓김치,2020-04-30 10:20:00,60.0
2020-04-30,11:20,푸마의류,2020-04-30 11:20:00,60.0
2020-04-30,12:20,바디프랜드,2020-04-30 12:20:00,60.0
2020-04-30,13:20,아키속옷,2020-04-30 13:20:00,60.0
2020-04-30,14:20,참존,2020-04-30 14:20:00,60.0
2020-04-30,15:20,신일,2020-04-30 15:20:00,60.0
2020-04-30,16:20,캐리어에어컨,2020-04-30 16:20:00,60.0
2020-04-30,17:20,재첩국,2020-04-30 17:20:00,60.0
2020-04-30,18:20,프로스펙스 속옷,2020-04-30 18:20:00,60.0
2020-04-30,19:20,청소기,2020-04-30 19:20:00,60.0
2020-04-30,20:20,영광 모시떡,2020-04-30 20:20:00,60.0
2020-04-30,21:20,쥐포,2020-04-30 21:20:00,60.0
2020-04-30,22:20,쿠쿠 압력밥솥,2020-04-30 22:20:00,60.0
2020-04-30,23:20,DB운전자보험,2020-04-30 23:20:00,60.0
2020-05-01,00:20,비버리힐스폴로 남성기초세트,2020-05-01 00:20:00,60.0
2020-05-01,01:20,마르조,2020-05-01 01:20:00,60.0
2020-05-01,02:20,도루코,2020-05-01 02:20:00,60.0
2020-05-01,03:20,오즈페토 슈즈,2020-05-01 03:20:00,60.0
2020-05-01,04:20,벨라홈행주티슈,2020-05-01 04:20:00,60.0
2020-05-01,05:20,김정문알로에,2020-05-01 05:20:00,60.0
2020-05-01,06:20,마르조,2020-05-01 06:20:00,60.0
2020-05-01,07:20,박경호녹용활력,2020-05-01 07:20:00,60.0
2020-05-01,08:20,글라스락 밀폐용기,2020-05-01 08:20:00,60.0
2020-05-01,09:20,주원산 훈제오리,2020-05-01 09:20:00,60.0
2020-05-01,10:20,드립커피,2020-05-01 10:20:00,60.0
2020-05-01,11:20,양구시래기,2020-05-01 11:20:00,60.0
2020-05-01,12:20,엔엔에프 패션,2020-05-01 12:20:00,60.0
2020-05-01,13:20,연세두유,2020-05-01 13:20:00,60.0
2020-05-01,14:20,끌레르드비쥬,2020-05-01 14:20:00,60.0
2020-05-01,15:20,큐브초음파세척기,2020-05-01 15:20:00,60.0
2020-05-01,16:20,손질 토막갈치,2020-05-01 16:20:00,60.0
2020-05-01,17:20,오세득갈비탕,2020-05-01 17:20:00,60.0
2020-05-01,18:20,해피콜후라이팬,2020-05-01 18:20:00,60.0
2020-05-01,19:20,LG통돌이세탁기,2020-05-01 19:20:00,60.0
2020-05-01,20:20,국내산참조기,2020-05-01 20:20:00,60.0
2020-05-01,21:20,대저토마토,2020-05-01 21:20:00,60.0
2020-05-01,22:20,완도 활전복,2020-05-01 22:20:00,60.0
2020-05-01,23:20,동양생명암보험,2020-05-01 23:20:00,60.0
2020-05-02,00:20,라쉬반,2020-05-02 00:20:00,60.0
2020-05-02,01:20,올리고그릴,2020-05-02 01:20:00,60.0
2020-05-02,02:20,이나프다리미,2020-05-02 02:20:00,60.0
2020-05-02,03:20,지베르니,2020-05-02 03:20:00,60.0
2020-05-02,04:20,네오젠,2020-05-02 04:20:00,60.0
2020-05-02,05:20,삼성암보험,2020-05-02 05:20:00,60.0
2020-05-02,06:20,비에날씬유산균,2020-05-02 06:20:00,60.0
2020-05-02,07:20,램프쿡,2020-05-02 07:20:00,60.0
2020-05-02,08:20,보루네오침대,2020-05-02 08:20:00,60.0
2020-05-02,09:20,엔엔에프 패션,2020-05-02 09:20:00,60.0
2020-05-02,10:20,선스틱,2020-05-02 10:20:00,60.0
2020-05-02,11:20,LGTV,2020-05-02 11:20:00,60.0
2020-05-02,12:20,에어컨,2020-05-02 12:20:00,60.0
2020-05-02,13:20,지베르니1,2020-05-02 13:20:00,60.0
2020-05-02,14:20,명품잡화,2020-05-02 14:20:00,60.0
2020-05-02,15:20,쿠쿠 압력밥솥,2020-05-02 15:20:00,60.0
2020-05-02,16:20,영산포 숙성 홍어회,2020-05-02 16:20:00,60.0
2020-05-02,17:20,멋진밥상 흥양농협쌀,2020-05-02 17:20:00,40.0
2020-05-02,18:00,정보방송,2020-05-02 18:00:00,20.0
2020-05-02,18:20,삼성TV,2020-05-02 18:20:00,60.0
2020-05-02,19:20,참존,2020-05-02 19:20:00,60.0
2020-05-02,20:20,완도 활전복,2020-05-02 20:20:00,60.0
2020-05-02,21:20,이종임김치,2020-05-02 21:20:00,60.0
2020-05-02,22:20,LG냉장고,2020-05-02 22:20:00,60.0
2020-05-02,23:20,프리드라이프,2020-05-02 23:20:00,60.0
2020-05-03,00:20,휴대폰,2020-05-03 00:20:00,60.0
2020-05-03,01:20,선일금고,2020-05-03 01:20:00,60.0
2020-05-03,02:20,제니하우스염색제,2020-05-03 02:20:00,60.0
2020-05-03,03:20,오행자금동전파스,2020-05-03 03:20:00,60.0
2020-05-03,04:20,논슬립 옷걸이,2020-05-03 04:20:00,60.0
2020-05-03,05:20,IH가마솥,2020-05-03 05:20:00,60.0
2020-05-03,06:20,마르엘라로사티,2020-05-03 06:20:00,60.0
2020-05-03,07:20,CERINI by PAT 남성의류,2020-05-03 07:20:00,60.0
2020-05-03,08:20,한일믹서기,2020-05-03 08:20:00,60.0
2020-05-03,09:20,석류즙,2020-05-03 09:20:00,60.0
2020-05-03,10:20,시스마르스,2020-05-03 10:20:00,60.0
2020-05-03,11:20,프로스펙스 속옷,2020-05-03 11:20:00,60.0
2020-05-03,12:20,DB운전자보험,2020-05-03 12:20:00,60.0
2020-05-03,13:20,LG냉장고,2020-05-03 13:20:00,60.0
2020-05-03,14:20,캐리어에어컨,2020-05-03 14:20:00,60.0
2020-05-03,15:20,장어구이,2020-05-03 15:20:00,60.0
2020-05-03,16:20,병천순대국,2020-05-03 16:20:00,60.0
2020-05-03,17:20,매직쉐프전자레인지,2020-05-03 17:20:00,60.0
2020-05-03,18:20,비버리힐스폴로 남성기초세트,2020-05-03 18:20:00,60.0
2020-05-03,19:20,보루네오가구,2020-05-03 19:20:00,60.0
2020-05-03,20:20,송도순김치,2020-05-03 20:20:00,60.0
2020-05-03,21:20,하림닭발,2020-05-03 21:20:00,60.0
2020-05-03,22:20,LGTV,2020-05-03 22:20:00,60.0
2020-05-03,23:20,손질문어,2020-05-03 23:20:00,60.0
2020-05-04,00:20,소화기,2020-05-04 00:20:00,60.0
2020-05-04,01:20,임화자육포,2020-05-04 01:20:00,40.0
2020-05-04,02:00,페리엘리스선글라스,2020-05-04 02:00:00,60.0
2020-05-04,03:00,정보방송,2020-05-04 03:00:00,20.0
2020-05-04,03:20,에지리법랑,2020-05-04 03:20:00,60.0
2020-05-04,04:20,뱅네프비누,2020-05-04 04:20:00,60.0
2020-05-04,05:20,로젠침대,2020-05-04 05:20:00,60.0
2020-05-04,06:20,안국 루테인,2020-05-04 06:20:00,60.0
2020-05-04,07:20,닥터웰무선안마기,2020-05-04 07:20:00,60.0
2020-05-04,08:20,실바트후라이팬,2020-05-04 08:20:00,60.0
2020-05-04,09:20,아가타,2020-05-04 09:20:00,60.0
2020-05-04,10:20,참존,2020-05-04 10:20:00,60.0
2020-05-04,11:20,연세두유,2020-05-04 11:20:00,60.0
2020-05-04,12:20,김영근명인도토리묵,2020-05-04 12:20:00,60.0
2020-05-04,13:20,삼성암보험,2020-05-04 13:20:00,60.0
2020-05-04,14:20,기절이불,2020-05-04 14:20:00,60.0
2020-05-04,15:20,에어컨,2020-05-04 15:20:00,60.0
2020-05-04,16:20,CJ 비비고,2020-05-04 16:20:00,60.0
2020-05-04,17:20,도가니탕,2020-05-04 17:20:00,60.0
2020-05-04,18:20,에버라스트속옷,2020-05-04 18:20:00,60.0
2020-05-04,19:20,차콜풋샴푸,2020-05-04 19:20:00,60.0
2020-05-04,20:20,보루네오침대,2020-05-04 20:20:00,60.0
2020-05-04,21:20,완도 활전복,2020-05-04 21:20:00,60.0
2020-05-04,22:20,대저토마토,2020-05-04 22:20:00,60.0
2020-05-04,23:20,삼성화재,2020-05-04 23:20:00,60.0
2020-05-05,00:20,넥센타이어,2020-05-05 00:20:00,60.0
2020-05-05,01:20,CERINI by PAT 남성의류,2020-05-05 01:20:00,60.0
2020-05-05,02:20,삼성암보험,2020-05-05 02:20:00,60.0
2020-05-05,03:20,공백세탁조클리너,2020-05-05 03:20:00,60.0
2020-05-05,04:20,박경호녹용활력,2020-05-05 04:20:00,60.0
2020-05-05,05:20,비즈베개,2020-05-05 05:20:00,60.0
2020-05-05,06:20,섬유유연제,2020-05-05 06:20:00,60.0
2020-05-05,07:20,델키생선구이오븐,2020-05-05 07:20:00,60.0
2020-05-05,08:20,프리지아헤어컬러,2020-05-05 08:20:00,60.0
2020-05-05,09:20,시스마르스,2020-05-05 09:20:00,60.0
2020-05-05,10:20,LG통돌이세탁기,2020-05-05 10:20:00,60.0
2020-05-05,11:20,오곡누룽지,2020-05-05 11:20:00,60.0
2020-05-05,12:20,푸마의류,2020-05-05 12:20:00,60.0
2020-05-05,13:20,삼성화재,2020-05-05 13:20:00,60.0
2020-05-05,14:20,명품잡화,2020-05-05 14:20:00,60.0
2020-05-05,15:20,신일,2020-05-05 15:20:00,60.0
2020-05-05,16:20,유귀열갓김치,2020-05-05 16:20:00,60.0
2020-05-05,17:20,국내산고등어,2020-05-05 17:20:00,60.0
2020-05-05,18:20,완도 활전복,2020-05-05 18:20:00,60.0
2020-05-05,19:20,보루네오가구,2020-05-05 19:20:00,60.0
2020-05-05,20:20,램프쿡,2020-05-05 20:20:00,60.0
2020-05-05,21:20,손질갑오징어,2020-05-05 21:20:00,60.0
2020-05-05,22:20,LGTV,2020-05-05 22:20:00,60.0
2020-05-05,23:20,DB운전자보험,2020-05-05 23:20:00,60.0
2020-05-06,00:20,지베르니,2020-05-06 00:20:00,60.0
2020-05-06,01:20,마르시끄속눈썹드라이기,2020-05-06 01:20:00,60.0
2020-05-06,02:20,김정문알로에,2020-05-06 02:20:00,60.0
2020-05-06,03:20,공기정화식물,2020-05-06 03:20:00,60.0
2020-05-06,04:20,쿠퍼쉐프이지퀵슬라이서,2020-05-06 04:20:00,60.0
2020-05-06,05:20,동양생명암보험,2020-05-06 05:20:00,60.0
2020-05-06,06:20,잭필드,2020-05-06 06:20:00,60.0
2020-05-06,07:20,어성초샴푸,2020-05-06 07:20:00,60.0
2020-05-06,08:20,엔엔에프 패션,2020-05-06 08:20:00,60.0
2020-05-06,09:20,삼육두유세트,2020-05-06 09:20:00,60.0
2020-05-06,10:20,해피콜후라이팬,2020-05-06 10:20:00,60.0
2020-05-06,11:20,배윤자소곱창전골,2020-05-06 11:20:00,60.0
2020-05-06,12:20,샤워기,2020-05-06 12:20:00,60.0
2020-05-06,13:20,레이프릴속옷,2020-05-06 13:20:00,60.0
2020-05-06,14:20,니봇로봇청소기,2020-05-06 14:20:00,60.0
2020-05-06,15:20,비버리힐스폴로 남성기초세트,2020-05-06 15:20:00,60.0
2020-05-06,16:20,프리모폴딩선반,2020-05-06 16:20:00,60.0
2020-05-06,17:20,오세득갈비탕,2020-05-06 17:20:00,60.0
2020-05-06,18:20,에버라스트속옷,2020-05-06 18:20:00,60.0
2020-05-06,19:20,현대정수기,2020-05-06 19:20:00,60.0
2020-05-06,20:20,대저토마토,2020-05-06 20:20:00,60.0
2020-05-06,21:20,완도 활전복,2020-05-06 21:20:00,60.0
2020-05-06,22:20,LG냉장고,2020-05-06 22:20:00,60.0
2020-05-06,23:20,영산포 숙성 홍어회,2020-05-06 23:20:00,60.0
2020-05-07,00:20,넥센타이어,2020-05-07 00:20:00,60.0
2020-05-07,01:20,선일금고,2020-05-07 01:20:00,40.0
2020-05-07,02:00,선일금고,2020-05-07 02:00:00,20.0
2020-05-07,02:20,엑스런,2020-05-07 02:20:00,60.0
2020-05-07,03:20,자미에슨,2020-05-07 03:20:00,60.0
2020-05-07,04:20,안마기,2020-05-07 04:20:00,60.0
2020-05-07,05:20,논슬립 옷걸이,2020-05-07 05:20:00,60.0
2020-05-07,06:20,엔엔에프 팬츠,2020-05-07 06:20:00,60.0
2020-05-07,07:20,마르엘라로사티,2020-05-07 07:20:00,60.0
2020-05-07,08:20,레이프릴속옷,2020-05-07 08:20:00,60.0
2020-05-07,09:20,셀렉프로,2020-05-07 09:20:00,60.0
2020-05-07,10:20,선스틱,2020-05-07 10:20:00,60.0
2020-05-07,11:20,반건조가자미,2020-05-07 11:20:00,60.0
2020-05-07,12:20,삼성암보험,2020-05-07 12:20:00,60.0
2020-05-07,13:20,마르조,2020-05-07 13:20:00,60.0
2020-05-07,14:20,참존,2020-05-07 14:20:00,60.0
2020-05-07,15:20,삼성 청소기,2020-05-07 15:20:00,60.0
2020-05-07,16:20,멋진밥상 흥양농협쌀,2020-05-07 16:20:00,60.0
2020-05-07,17:20,들깨탕,2020-05-07 17:20:00,60.0
2020-05-07,18:20,DB운전자보험,2020-05-07 18:20:00,60.0
2020-05-07,19:20,린나이가스레인지,2020-05-07 19:20:00,60.0
2020-05-07,20:20,에지리프라이팬,2020-05-07 20:20:00,60.0
2020-05-07,21:20,송도순김치,2020-05-07 21:20:00,60.0
2020-05-07,22:20,손질문어,2020-05-07 22:20:00,60.0
2020-05-07,23:20,보루네오침대,2020-05-07 23:20:00,60.0
2020-05-08,00:20,마르조,2020-05-08 00:20:00,60.0
2020-05-08,01:20,뉴웨이브러쉬,2020-05-08 01:20:00,60.0
2020-05-08,02:20,도루코,2020-05-08 02:20:00,60.0
2020-05-08,03:20,때르미오,2020-05-08 03:20:00,60.0
2020-05-08,04:20,뉴트리원다이어트구미,2020-05-08 04:20:00,60.0
2020-05-08,05:20,페리엘리스선글라스,2020-05-08 05:20:00,60.0
2020-05-08,06:20,보몽드침구,2020-05-08 06:20:00,60.0
2020-05-08,07:20,시스마르스,2020-05-08 07:20:00,60.0
2020-05-08,08:20,한일믹서기,2020-05-08 08:20:00,60.0
2020-05-08,09:20,아키속옷,2020-05-08 09:20:00,60.0
2020-05-08,10:20,캐리어어어컨,2020-05-08 10:20:00,60.0
2020-05-08,11:20,유귀열갓김치,2020-05-08 11:20:00,60.0
2020-05-08,12:20,샤워기,2020-05-08 12:20:00,60.0
2020-05-08,13:20,AIG보험,2020-05-08 13:20:00,60.0
2020-05-08,14:20,오렐리안,2020-05-08 14:20:00,60.0
2020-05-08,15:20,큐브초음파세척기,2020-05-08 15:20:00,60.0
2020-05-08,16:20,제주수산물세트,2020-05-08 16:20:00,60.0
2020-05-08,17:20,재첩국,2020-05-08 17:20:00,60.0
2020-05-08,18:20,프로스펙스 속옷,2020-05-08 18:20:00,60.0
2020-05-08,19:20,연세두유,2020-05-08 19:20:00,60.0
2020-05-08,20:20,삼성TV,2020-05-08 20:20:00,60.0
2020-05-08,21:20,완도 활전복,2020-05-08 21:20:00,60.0
2020-05-08,22:20,쿠쿠 압력밥솥,2020-05-08 22:20:00,60.0
2020-05-08,23:20,삼성화재,2020-05-08 23:20:00,60.0
2020-05-09,00:20,임화자육포,2020-05-09 00:20:00,60.0
2020-05-09,01:20,임페리얼하의,2020-05-09 01:20:00,40.0
2020-05-09,02:00,임페리얼하의,2020-05-09 02:00:00,20.0
2020-05-09,02:20,멋진밥상 흥양농협쌀,2020-05-09 02:20:00,60.0
2020-05-09,03:20,AIG보험,2020-05-09 03:20:00,60.0
2020-05-09,04:20,마르엘라로사티,2020-05-09 04:20:00,60.0
2020-05-09,05:20,그릴,2020-05-09 05:20:00,60.0
2020-05-09,06:20,프리모폴딩선반,2020-05-09 06:20:00,60.0
2020-05-09,07:20,마르엘라로사티,2020-05-09 07:20:00,60.0
2020-05-09,08:20,파뷔에 후라이팬,2020-05-09 08:20:00,60.0
2020-05-09,09:20,시스마르스,2020-05-09 09:20:00,60.0
2020-05-09,10:20,에버홈다지기,2020-05-09 10:20:00,60.0
2020-05-09,11:20,엔엔에프 팬츠,2020-05-09 11:20:00,60.0
2020-05-09,12:20,LG냉장고,2020-05-09 12:20:00,60.0
2020-05-09,13:20,셀럽염색제,2020-05-09 13:20:00,60.0
2020-05-09,14:20,에어컨,2020-05-09 14:20:00,60.0
2020-05-09,15:20,명품잡화,2020-05-09 15:20:00,60.0
2020-05-09,16:20,영광 모시떡,2020-05-09 16:20:00,60.0
2020-05-09,17:20,도가니탕,2020-05-09 17:20:00,40.0
2020-05-09,18:00,정보방송,2020-05-09 18:00:00,20.0
2020-05-09,18:20,프리드라이프,2020-05-09 18:20:00,60.0
2020-05-09,19:20,참존,2020-05-09 19:20:00,60.0
2020-05-09,20:20,매직쉐프전자레인지,2020-05-09 20:20:00,60.0
2020-05-09,21:20,이종임김치,2020-05-09 21:20:00,60.0
2020-05-09,22:20,LGTV,2020-05-09 22:20:00,60.0
2020-05-09,23:20,손질문어,2020-05-09 23:20:00,60.0
2020-05-10,00:20,CERINI by PAT 남성상의,2020-05-10 00:20:00,60.0
2020-05-10,01:20,라쉬반,2020-05-10 01:20:00,60.0
2020-05-10,02:20,레노마양우산,2020-05-10 02:20:00,60.0
2020-05-10,03:20,나인닷 런닝머신,2020-05-10 03:20:00,60.0
2020-05-10,04:20,바로바로무선청소기,2020-05-10 04:20:00,60.0
2020-05-10,05:20,보몽드침구,2020-05-10 05:20:00,60.0
2020-05-10,06:20,신일미니밥솥,2020-05-10 06:20:00,60.0
2020-05-10,07:20,석류즙,2020-05-10 07:20:00,60.0
2020-05-10,08:20,섬유유연제,2020-05-10 08:20:00,60.0
2020-05-10,09:20,선스틱,2020-05-10 09:20:00,60.0
2020-05-10,10:20,캐리어에어컨,2020-05-10 10:20:00,60.0
2020-05-10,11:20,연세두유,2020-05-10 11:20:00,60.0
2020-05-10,12:20,명품잡화,2020-05-10 12:20:00,60.0
2020-05-10,13:20,레이프릴속옷,2020-05-10 13:20:00,60.0
2020-05-10,14:20,쿠쿠 압력밥솥,2020-05-10 14:20:00,60.0
2020-05-10,15:20,한일믹서기,2020-05-10 15:20:00,60.0
2020-05-10,16:20,완도 활전복,2020-05-10 16:20:00,60.0
2020-05-10,17:20,에버라스트속옷,2020-05-10 17:20:00,60.0
2020-05-10,18:20,LG통돌이세탁기,2020-05-10 18:20:00,60.0
2020-05-10,19:20,보루네오침대,2020-05-10 19:20:00,60.0
2020-05-10,20:20,보닌남성기초,2020-05-10 20:20:00,60.0
2020-05-10,21:20,국내산참조기,2020-05-10 21:20:00,60.0
2020-05-10,22:20,LG냉장고,2020-05-10 22:20:00,60.0
2020-05-10,23:20,선일금고,2020-05-10 23:20:00,60.0
2020-05-11,00:20,삼성암보험,2020-05-11 00:20:00,60.0
2020-05-11,01:20,샤워기,2020-05-11 01:20:00,40.0
2020-05-11,02:00,잭필드,2020-05-11 02:00:00,60.0
2020-05-11,03:00,정보방송,2020-05-11 03:00:00,20.0
2020-05-11,03:20,블룸베르크,2020-05-11 03:20:00,60.0
2020-05-11,04:20,마르엘라로사티,2020-05-11 04:20:00,60.0
2020-05-11,05:20,이동수골프,2020-05-11 05:20:00,60.0
2020-05-11,06:20,레노마양우산,2020-05-11 06:20:00,60.0
2020-05-11,07:20,시스마르스,2020-05-11 07:20:00,60.0
2020-05-11,08:20,아키속옷,2020-05-11 08:20:00,60.0
2020-05-11,09:20,프리지아헤어컬러,2020-05-11 09:20:00,60.0
2020-05-11,10:20,엔엔에프 팬츠,2020-05-11 10:20:00,60.0
2020-05-11,11:20,주원산 훈제오리,2020-05-11 11:20:00,60.0
2020-05-11,12:20,멍게,2020-05-11 12:20:00,60.0
2020-05-11,13:20,삼성암보험,2020-05-11 13:20:00,60.0
2020-05-11,14:20,리복,2020-05-11 14:20:00,60.0
2020-05-11,15:20,뱅네프비누,2020-05-11 15:20:00,60.0
2020-05-11,16:20,손질문어,2020-05-11 16:20:00,60.0
2020-05-11,17:20,재첩국,2020-05-11 17:20:00,60.0
2020-05-11,18:20,DB운전자보험,2020-05-11 18:20:00,60.0
2020-05-11,19:20,청소기,2020-05-11 19:20:00,60.0
2020-05-11,20:20,쿠쿠 압력밥솥,2020-05-11 20:20:00,60.0
2020-05-11,21:20,삼성TV,2020-05-11 21:20:00,60.0
2020-05-11,22:20,완도 활전복,2020-05-11 22:20:00,60.0
2020-05-11,23:20,휴대폰,2020-05-11 23:20:00,60.0
2020-05-12,00:20,예쎄패션,2020-05-12 00:20:00,60.0
2020-05-12,01:20,예다함상조,2020-05-12 01:20:00,40.0
2020-05-12,02:00,예다함상조,2020-05-12 02:00:00,20.0
2020-05-12,02:20,바로바로무선청소기,2020-05-12 02:20:00,60.0
2020-05-12,03:20,도가니탕,2020-05-12 03:20:00,60.0
2020-05-12,04:20,동양생명암보험,2020-05-12 04:20:00,60.0
2020-05-12,05:20,스팀큐다리미,2020-05-12 05:20:00,60.0
2020-05-12,06:20,레이프릴속옷,2020-05-12 06:20:00,60.0
2020-05-12,07:20,크리스티나앤코,2020-05-12 07:20:00,60.0
2020-05-12,08:20,참존,2020-05-12 08:20:00,60.0
2020-05-12,09:20,고수록모시떡,2020-05-12 09:20:00,60.0
2020-05-12,10:20,DB운전자보험,2020-05-12 10:20:00,60.0
2020-05-12,11:20,한일믹서기,2020-05-12 11:20:00,60.0
2020-05-12,12:20,공기정화식물,2020-05-12 12:20:00,60.0
2020-05-12,13:20,선스틱,2020-05-12 13:20:00,60.0
2020-05-12,14:20,오모떼브라,2020-05-12 14:20:00,60.0
2020-05-12,15:20,에어컨,2020-05-12 15:20:00,60.0
2020-05-12,16:20,장어구이,2020-05-12 16:20:00,60.0
2020-05-12,17:20,CJ 비비고,2020-05-12 17:20:00,60.0
